16, 400, PA5-J-Unknown-SampleReadingsTest.txt 6
  -45.71,   -36.34,   190.46
    0.22,     3.69,   136.65
  -41.01,    18.34,   182.83
   47.78,   -11.28,   166.72
   37.42,   -46.14,   120.15
    7.37,    17.51,   115.68
  -13.44,   -26.73,   -82.79
    8.79,     9.41,   -47.06
   19.79,     4.71,  -105.82
    6.18,    -2.61,   -63.11
   24.53,    20.98,   -93.85
  -35.87,    20.73,   -89.15
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -32.51,   -16.92,   163.96
   13.30,    23.23,   110.21
  -27.84,    37.77,   156.26
   61.00,     8.36,   140.24
   50.58,   -26.55,    93.68
   20.36,    37.14,    89.14
  -12.97,   -30.22,   -80.58
    8.76,     6.57,   -45.14
   19.84,     1.21,  -103.88
    6.31,    -5.69,   -61.05
   24.54,    17.93,   -92.12
  -35.90,    16.81,   -87.50
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -53.54,   -51.48,    91.13
   -7.62,   -11.39,    37.47
  -48.72,     3.40,    83.55
   39.95,   -26.20,    67.54
   29.70,   -61.14,    20.91
   -0.57,     2.46,    16.43
  -12.75,   -26.91,   -82.83
    9.22,     9.65,   -47.39
   19.51,     4.78,  -106.31
    6.66,    -2.66,   -63.28
   24.29,    21.22,   -94.41
  -35.86,    19.98,   -88.98
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -53.12,   -24.44,   168.15
   -7.26,    15.64,   114.51
  -48.37,    30.28,   160.53
   40.26,     0.68,   144.61
   30.04,   -34.19,    97.95
   -0.14,    29.44,    93.44
  -10.13,   -27.57,   -79.93
   11.28,     8.89,   -44.15
   22.50,     4.33,  -102.79
    8.97,    -3.37,   -60.24
   27.11,    20.73,   -90.78
  -33.38,    19.37,   -86.32
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -58.11,   -18.59,   151.91
  -12.15,    21.50,    98.37
  -53.26,    36.05,   144.37
   35.50,     6.61,   128.41
   24.96,   -28.36,    81.79
   -5.13,    35.32,    77.29
   -8.37,   -27.02,   -82.77
   13.48,     9.34,   -47.01
   24.59,     4.78,  -105.75
   10.95,    -2.71,   -62.94
   29.27,    21.25,   -93.70
  -31.13,    20.21,   -89.28
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -48.88,   -46.97,   144.78
   -3.00,    -6.74,    91.14
  -44.28,     7.76,   137.25
   44.49,   -21.61,   121.15
   34.19,   -56.51,    74.54
    4.08,     7.00,    69.95
  -11.18,   -30.47,   -80.94
   10.54,     6.05,   -45.24
   21.29,     1.46,  -103.96
    8.06,    -6.10,   -61.26
   26.01,    18.01,   -92.16
  -34.46,    16.66,   -87.10
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -45.53,   -31.10,   110.54
    0.28,     8.99,    56.92
  -40.87,    23.76,   103.00
   48.05,    -5.77,    86.93
   37.59,   -40.77,    40.31
    7.43,    22.82,    35.79
  -12.72,   -29.39,   -80.91
    9.06,     6.73,   -45.07
   20.08,     2.42,  -103.82
    6.72,    -5.28,   -61.16
   24.80,    18.85,   -91.80
  -35.62,    17.88,   -87.15
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -10.94,   -33.38,   115.74
   35.04,     6.77,    62.16
   -6.27,    21.40,   108.13
   82.67,    -8.30,    92.18
   72.13,   -43.17,    45.47
   42.12,    20.55,    40.94
   -7.79,   -29.22,   -82.47
   14.05,     6.90,   -46.62
   24.94,     2.53,  -105.27
   11.47,    -5.12,   -62.67
   29.67,    18.92,   -93.37
  -30.77,    17.96,   -88.62
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -51.42,   -40.16,   191.25
   -5.67,     0.05,   137.58
  -46.79,    14.59,   183.58
   41.88,   -14.90,   167.57
   31.66,   -49.76,   120.99
    1.37,    13.82,   116.48
  -11.88,   -27.39,   -81.09
   10.51,     8.84,   -45.58
   21.17,     3.75,  -104.47
    7.69,    -3.35,   -61.61
   26.14,    20.24,   -92.64
  -34.30,    19.86,   -87.66
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -42.81,   -41.92,   153.72
    3.07,    -1.82,   100.05
  -38.00,    12.69,   145.96
   50.77,   -16.69,   129.98
   40.24,   -51.71,    83.40
   10.19,    11.92,    78.89
  -12.05,   -27.83,   -79.04
   10.09,     8.73,   -43.57
   20.84,     3.74,  -102.35
    7.43,    -3.61,   -59.54
   25.72,    20.01,   -90.50
  -34.71,    19.47,   -85.56
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -54.46,    -7.88,   150.67
   -8.48,    32.22,    96.97
  -49.63,    46.75,   143.07
   39.06,    17.27,   127.04
   28.77,   -17.56,    80.54
   -1.44,    46.05,    75.89
  -12.51,   -27.84,   -79.36
    9.57,     8.73,   -43.84
   20.26,     3.95,  -102.70
